,total_sqft,bath,balcony,price,location_encode,size_encode
2730,1929.0,3.0,2.0,115.0,8,4309
2731,1285.0,2.0,1.0,60.0,55,5199
2732,1200.0,2.0,0.0,65.0,26,547
2733,3161.0,4.0,3.0,214.0,1,591
2734,1850.0,3.0,3.0,170.0,29,4309
2735,1025.0,2.0,0.0,37.0,12,4309
2736,1124.0,3.0,2.0,80.0,58,5199
2737,1012.0,2.0,1.0,54.59,45,5199
2738,4500.0,5.0,3.0,250.0,14,17
2739,871.0,2.0,2.0,55.0,57,5199
2740,1020.0,2.0,2.0,40.0,4,5199
2741,1550.0,3.0,3.0,73.5,56,4309
2742,3515.0,3.0,1.0,420.0,6,547
2743,1410.0,2.0,2.0,80.0,62,4309
2744,3500.0,5.0,3.0,150.0,17,826
2745,1118.0,2.0,1.0,75.0,540,5199
2746,1098.0,2.0,1.0,68.0,234,5199
2747,1130.0,2.0,1.0,45.2,42,5199
2748,1145.0,2.0,2.0,75.0,399,5199
2749,950.0,3.0,1.0,80.0,42,547
2750,1051.0,2.0,1.0,33.0,2,5199
2751,600.0,7.0,3.0,108.0,1,83
2752,1102.0,2.0,2.0,53.67,175,5199
2753,1478.0,2.0,2.0,125.0,52,5199
2754,645.0,1.0,1.0,16.45,100,538
2755,823.0,2.0,1.0,50.63,177,5199
2756,880.0,2.0,1.0,35.0,24,5199
2757,600.0,5.0,2.0,75.0,91,826
2758,1991.0,4.0,2.0,100.0,54,4309
2759,1100.0,3.0,1.0,50.0,60,4309
2760,1745.0,3.0,2.0,115.0,26,4309
2761,1226.0,3.0,1.0,135.0,11,5199
2762,680.0,4.0,1.0,68.0,84,547
2763,1100.0,2.0,1.0,70.0,6,5199
2764,1200.0,4.0,3.0,195.0,16,826
2765,1450.0,2.0,1.0,58.0,39,5199
2766,3366.0,4.0,3.0,120.0,27,591
2767,1150.0,2.0,1.0,54.0,39,5199
2768,1843.0,3.0,2.0,95.84,273,4309
2769,2200.0,4.0,2.0,195.0,16,826
2770,1090.0,3.0,2.0,44.0,35,5199
2771,1132.0,2.0,2.0,42.0,64,5199
2772,1375.0,2.0,2.0,80.0,52,5199
2773,1500.0,5.0,3.0,220.0,149,826
2774,760.0,1.0,2.0,50.3,234,538
2775,1180.0,2.0,2.0,65.0,64,5199
2776,918.0,2.0,2.0,45.0,54,5199
2777,600.0,5.0,3.0,50.0,56,297
2778,1200.0,1.0,0.0,53.0,26,329
2779,1372.0,2.0,1.0,61.0,53,5199
2780,2400.0,7.0,3.0,355.0,8,83
2781,1728.0,3.0,2.0,95.0,24,4309
2782,2215.0,3.0,1.0,275.0,58,4309
2783,1200.0,2.0,2.0,80.0,29,5199
2784,1280.0,2.0,3.0,56.0,23,5199
2785,800.0,4.0,3.0,110.0,52,826
2786,1455.0,2.0,2.0,56.0,7,4309
2787,440.0,1.0,0.0,28.0,2,13
2788,1500.0,3.0,2.0,97.0,273,547
2789,1800.0,3.0,3.0,110.0,540,4309
2790,1525.0,3.0,2.0,96.0,50,4309
2791,1204.0,2.0,3.0,38.5,56,5199
2792,1225.0,2.0,1.0,53.55,71,5199
2793,800.0,6.0,3.0,98.0,19,191
2794,1650.0,3.0,3.0,122.0,152,4309
2795,880.0,2.0,1.0,18.0,302,4309
2796,4200.0,4.0,2.0,255.0,4,826
2797,1200.0,2.0,0.0,55.0,1,329
2798,1152.0,4.0,1.0,230.0,399,826
2799,1005.0,2.0,1.0,42.0,43,5199
2800,1562.0,3.0,2.0,103.0,540,4309
2801,5000.0,5.0,2.0,395.0,45,826
2802,810.0,5.0,2.0,95.0,25,191
2803,1200.0,2.0,3.0,42.0,73,5199
2804,1555.0,3.0,2.0,82.5,80,4309
2805,1550.0,2.0,1.0,71.0,91,329
2806,1190.0,2.0,2.0,67.0,540,5199
2807,1070.0,2.0,2.0,50.0,30,5199
2808,1200.0,788.0,3.0,28.785,399,121
2809,1020.0,2.0,1.0,42.48,14,5199
2810,1610.0,3.0,1.0,115.0,213,4309
2811,700.0,1.0,1.0,41.0,1,538
2812,1300.0,2.0,1.0,49.0,8,4309
2813,1420.0,2.0,1.0,123.0,177,5199
2814,1200.0,9.0,2.0,100.0,43,46
2815,1069.0,3.0,2.0,65.4,177,4309
2816,1900.0,3.0,3.0,123.0,175,4309
2817,1655.0,2.0,1.0,97.65,33,5199
2818,1155.0,2.0,2.0,40.42,186,5199
2819,1300.0,2.0,2.0,70.0,399,4309
2820,1100.0,2.0,2.0,45.0,302,5199
2821,1030.0,2.0,2.0,42.0,30,5199
2822,2105.0,2.0,1.0,70.2,43,5199
2823,1700.0,3.0,2.0,126.0,49,4309
2824,1760.0,3.0,2.0,139.0,71,4309
2825,6200.0,9.0,0.0,200.0,42,46
2826,1400.0,2.0,1.0,67.0,5,5199
2827,1200.0,2.0,0.0,53.0,1,5199
2828,912.0,2.0,1.0,55.0,152,5199
2829,1102.0,2.0,1.0,48.0,540,5199
2830,1535.0,3.0,1.0,55.0,7,4309
2831,1243.0,2.0,2.0,46.0,142,5199
2832,918.0,2.0,2.0,63.2,54,5199
2833,1500.0,2.0,3.0,70.0,84,4309
2834,3000.0,3.0,0.0,250.0,3,547
2835,1476.0,3.0,0.0,89.0,80,4309
2836,1200.0,2.0,3.0,65.0,50,5199
2837,606.0,1.0,0.0,34.78,42,538
2838,1100.0,2.0,3.0,61.0,1,5199
2839,1295.0,2.0,1.0,59.5,18,4309
2840,527.0,1.0,0.0,26.0,13,538
2841,1300.0,2.0,2.0,80.0,19,5199
2842,680.0,4.0,1.0,68.0,35,547
2843,1260.0,1.0,0.0,41.0,3,121
2844,1140.0,2.0,1.0,75.2,72,5199
2845,1500.0,1.0,0.0,37.5,1,121
2846,2321.0,4.0,1.0,128.0,540,4309
2847,1390.0,2.0,2.0,62.0,399,5199
2848,1725.0,3.0,3.0,90.0,399,4309
2849,3067.0,4.0,1.0,310.0,177,591
2850,1186.0,2.0,1.0,63.0,152,4309
2851,1230.0,2.0,1.0,85.0,273,5199
2852,600.0,1.0,1.0,17.0,4,538
2853,1313.0,3.0,1.0,96.0,85,4309
2854,900.0,2.0,0.0,55.0,60,329
2855,1250.0,2.0,2.0,66.25,27,5199
2856,1200.0,6.0,3.0,280.0,20,46
2857,660.0,1.0,1.0,54.0,21,538
2858,1036.0,2.0,2.0,105.0,31,5199
2859,2700.0,4.0,3.0,450.0,72,591
2860,1100.0,2.0,1.0,70.0,71,5199
2861,1500.0,788.0,3.0,46.8,45,121
2862,1500.0,2.0,1.0,450.0,29,826
2863,525.0,5.0,2.0,56.0,27,826
2864,1015.0,2.0,1.0,56.0,88,5199
2865,812.0,1.0,0.0,26.0,48,121
2866,1360.0,2.0,2.0,65.0,3,4309
2867,2167.0,3.0,3.0,170.0,11,4309
2868,1200.0,2.0,1.0,35.0,171,5199
2869,1165.0,2.0,2.0,75.0,8,5199
2870,1274.0,2.0,2.0,70.0,29,5199
2871,1151.0,2.0,2.0,39.02,171,5199
2872,1060.0,6.0,3.0,110.0,43,191
2873,1626.0,2.0,2.0,120.0,22,4309
2874,1035.0,2.0,2.0,35.77,12,5199
2875,1272.0,4.0,0.0,75.0,2,547
2876,965.0,2.0,1.0,45.0,7,5199
2877,1600.0,5.0,2.0,140.0,3,297
2878,1070.0,2.0,1.0,42.79,26,5199
2879,1570.0,2.0,2.0,65.0,171,4309
2880,117.0,2.0,2.0,38.0,9,5199
2881,780.0,2.0,2.0,25.0,1,5199
2882,1000.0,2.0,1.0,65.0,1,4309
2883,1200.0,3.0,2.0,188.0,43,826
2884,7500.0,7.0,2.0,400.0,11,83
2885,1700.0,2.0,3.0,100.0,39,4309
2886,1850.0,3.0,3.0,110.0,142,4309
2887,904.0,2.0,1.0,30.0,16,5199
2888,1121.0,2.0,1.0,43.72,8,5199
2889,1385.0,2.0,2.0,58.17,149,4309
2890,1270.0,2.0,1.0,69.85,39,5199
2891,1450.0,3.0,3.0,56.0,273,4309
2892,2400.0,4.0,2.0,325.0,1,547
2893,730.0,1.0,1.0,35.0,31,538
2894,1580.0,3.0,3.0,53.56,171,4309
2895,1111.0,2.0,1.0,50.0,234,5199
2896,1125.0,2.0,1.0,88.0,73,826
2897,977.0,2.0,2.0,36.0,70,5199
2898,674.0,1.0,1.0,19.9,10,5199
2899,600.0,3.0,1.0,83.0,63,547
2900,2540.0,4.0,1.0,115.0,82,826
2901,1290.0,2.0,1.0,100.0,71,5199
2902,600.0,3.0,1.0,98.0,30,547
2903,795.0,2.0,1.0,32.54,24,5199
2904,700.0,1.0,1.0,35.0,273,5199
2905,1463.0,1.0,1.0,142.0,7,5199
2906,1000.0,3.0,0.0,140.0,42,547
2907,1306.0,2.0,2.0,58.0,1,4309
2908,2401.0,3.0,2.0,185.0,7,4309
2909,1670.0,3.0,0.0,135.0,13,826
2910,1875.0,2.0,3.0,235.0,7,4309
2911,1200.0,3.0,1.0,90.0,11,547
2912,1804.0,3.0,2.0,121.0,29,4309
2913,2065.0,4.0,1.0,210.0,25,4309
2914,1225.0,3.0,1.0,40.0,22,4309
2915,934.0,2.0,0.0,58.68,234,5199
2916,900.0,2.0,2.0,56.0,96,5199
2917,1350.0,2.0,1.0,91.0,21,5199
2918,700.0,1.0,0.0,36.0,19,538
2919,980.0,2.0,0.0,35.175,50,5199
2920,1160.0,2.0,1.0,46.39,20,5199
2921,1680.0,3.0,3.0,99.27,152,4309
2922,1043.0,2.0,2.0,55.0,11,5199
2923,1200.0,4.0,1.0,120.0,22,826
2924,1040.0,2.0,2.0,46.0,177,5199
2925,1357.0,2.0,2.0,65.0,11,4309
2926,1600.0,7.0,1.0,104.0,6,83
2927,1225.0,2.0,2.0,47.0,2,5199
2928,1500.0,6.0,1.0,80.0,5,46
2929,1130.0,2.0,2.0,40.0,20,5199
2930,2500.0,4.0,1.0,150.0,31,826
2931,1700.0,3.0,3.0,120.0,14,4309
2932,1549.0,3.0,2.0,65.0,30,4309
2933,1400.0,2.0,2.0,100.0,85,5199
2934,1080.0,2.0,2.0,50.0,29,5199
2935,1180.0,2.0,2.0,100.0,21,5199
2936,780.0,7.0,3.0,150.0,9,83
2937,1800.0,3.0,2.0,150.0,22,4309
2938,1225.0,2.0,1.0,67.38,142,5199
2939,890.0,1.0,1.0,75.0,9,538
2940,1005.0,2.0,1.0,39.59,24,5199
2941,1320.0,2.0,1.0,95.0,540,5199
2942,1475.0,2.0,1.0,50.0,27,591
2943,1564.0,788.0,3.0,99.745,39,4309
2944,1110.0,2.0,2.0,51.0,3,5199
2945,1300.0,2.0,0.0,54.0,1,329
2946,600.0,3.0,1.0,86.0,8,297
2947,1128.0,2.0,1.0,65.35,302,5199
2948,1452.19,2.0,1.0,100.0,71,5199
2949,2400.0,3.0,2.0,290.0,7,547
2950,2600.0,4.0,1.0,135.0,75,4309
2951,2500.0,4.0,2.0,325.0,14,4309
2952,630.0,1.0,1.0,35.0,20,5199
2953,1243.0,2.0,2.0,48.5,72,5199
2954,960.0,2.0,2.0,32.0,2,5199
2955,1690.0,3.0,2.0,100.0,1,4309
2956,735.0,2.0,1.0,35.0,540,5199
2957,1365.0,2.0,2.0,73.0,16,5199
2958,2849.0,5.0,0.0,300.0,107,59
2959,1420.0,2.0,1.0,99.39,177,5199
2960,1570.0,3.0,3.0,68.0,28,4309
2961,850.0,1.0,1.0,32.0,51,5199
2962,1575.0,2.0,2.0,110.0,149,4309
2963,1418.0,2.0,2.0,104.0,62,5199
2964,1050.0,2.0,1.0,42.0,186,5199
2965,1065.0,2.0,1.0,42.6,152,5199
2966,1340.0,3.0,0.0,90.0,21,4309
2967,1610.0,3.0,2.0,92.0,41,4309
2968,1160.0,2.0,1.0,33.5,132,5199
2969,1092.0,2.0,2.0,44.0,29,5199
2970,1194.0,2.0,2.0,47.0,16,5199
2971,1455.0,3.0,1.0,61.5,213,4309
2972,734.0,1.0,0.0,19.82,24,538
2973,799.0,2.0,1.0,38.0,6,5199
2974,1896.0,3.0,1.0,75.0,540,4309
2975,1100.0,2.0,1.0,48.0,24,5199
2976,1350.0,2.0,1.0,79.0,96,5199
2977,1355.0,3.0,1.0,61.0,2,4309
2978,1128.0,2.0,1.0,65.0,302,5199
2979,1350.0,2.0,0.0,90.0,5,329
2980,3875.0,3.0,2.0,864.0,13,4309
2981,1493.0,3.0,2.0,82.0,80,4309
2982,1098.0,2.0,1.0,43.91,57,5199
2983,1900.0,2.0,1.0,170.0,75,4309
2984,1460.0,3.0,2.0,88.0,3,4309
2985,2350.0,4.0,3.0,285.0,36,4309
2986,1600.0,5.0,3.0,140.0,28,297
2987,1091.0,2.0,1.0,32.0,70,5199
2988,1180.0,2.0,3.0,42.0,213,5199
2989,1366.0,3.0,1.0,76.85,273,5199
2990,1685.0,3.0,2.0,95.0,5,4309
2991,1260.0,2.0,3.0,100.0,72,5199
2992,3010.0,3.0,2.0,200.0,540,547
2993,1330.0,4.0,1.0,140.0,73,547
2994,1200.0,2.0,0.0,130.0,16,329
2995,1346.0,2.0,1.0,96.17,540,5199
2996,630.0,1.0,0.0,13.86,100,538
2997,1446.0,788.0,3.0,98.94,399,4309
2998,1850.0,3.0,2.0,140.0,149,4309
2999,2350.0,2.0,0.0,423.0,36,297
3000,755.0,1.0,1.0,34.0,302,5199
3001,800.0,5.0,2.0,98.0,7,297
3002,1194.0,2.0,2.0,46.0,16,5199
3003,3850.0,5.0,3.0,316.0,540,4309
3004,4235.0,4.0,2.0,365.0,177,591
3005,800.0,1.0,0.0,52.0,5,121
3006,2250.0,3.0,1.0,195.0,56,4309
3007,1352.0,2.0,2.0,68.0,42,5199
3008,2002.0,3.0,2.0,112.0,234,4309
3009,4000.0,5.0,1.0,280.0,6,826
3010,1060.0,2.0,2.0,45.0,22,5199
3011,1419.59,2.0,1.0,59.0,273,4309
3012,1196.0,2.0,2.0,51.15,171,5199
3013,1220.0,2.0,2.0,35.24,302,4309
3014,1595.0,3.0,2.0,75.0,88,4309
3015,1260.0,2.0,3.0,75.0,75,5199
3016,1100.0,2.0,2.0,47.0,177,5199
3017,1550.0,2.0,2.0,140.0,36,5199
3018,1180.0,2.0,3.0,52.0,13,5199
3019,4000.0,5.0,1.0,150.0,302,826
3020,1662.0,3.0,2.0,85.0,62,4309
3021,1285.0,2.0,1.0,60.0,55,5199
3022,1080.0,4.0,1.0,75.0,62,826
3023,1862.0,3.0,2.0,119.0,31,4309
3024,1419.0,2.0,2.0,48.0,171,5199
3025,1410.0,3.0,2.0,43.71,540,4309
3026,1560.0,2.0,2.0,62.4,171,4309
3027,1100.0,4.0,3.0,150.0,1,297
3028,1634.0,3.0,3.0,78.0,234,4309
3029,5530.0,5.0,3.0,627.0,31,297
3030,1150.0,2.0,3.0,44.0,540,4309
3031,1100.0,2.0,3.0,53.0,6,5199
3032,1616.0,3.0,1.0,65.0,213,4309
3033,1392.0,2.0,1.0,99.0,15,5199
3034,1798.0,3.0,1.0,120.0,71,4309
3035,1675.0,3.0,3.0,75.0,25,4309
3036,792.0,2.0,1.0,70.0,3,329
3037,2000.0,4.0,1.0,103.0,6,59
3038,600.0,7.0,3.0,89.0,8,83
3039,1700.0,3.0,2.0,124.0,177,4309
3040,1248.0,2.0,1.0,69.0,52,5199
3041,1147.0,2.0,1.0,54.0,10,5199
3042,1100.0,2.0,2.0,40.0,14,5199
3043,1527.0,3.0,2.0,115.0,42,4309
3044,2400.0,5.0,2.0,235.0,6,297
3045,525.0,1.0,1.0,25.0,273,538
3046,1100.0,2.0,3.0,58.0,64,5199
3047,1118.0,2.0,2.0,37.5,25,5199
3048,1476.0,3.0,1.0,75.0,42,4309
3049,2100.0,3.0,1.0,75.0,1,4309
3050,1215.0,2.0,2.0,46.5,8,4309
3051,1332.0,2.0,1.0,79.0,27,5199
3052,1350.0,2.0,3.0,49.0,152,5199
3053,600.0,4.0,1.0,81.0,26,826
3054,1243.0,2.0,2.0,46.0,142,5199
3055,1105.0,2.0,2.0,49.73,14,5199
3056,1500.0,2.0,1.0,200.0,28,547
3057,1200.0,2.0,2.0,50.0,80,5199
3058,1251.0,2.0,1.0,47.4,50,5199
3059,883.0,2.0,1.0,45.0,24,5199
3060,1400.0,2.0,3.0,67.0,19,4309
3061,1800.0,3.0,3.0,260.0,107,4309
3062,1703.0,3.0,2.0,113.0,49,4309
3063,2500.0,5.0,3.0,130.0,14,59
3064,1250.0,3.0,3.0,71.0,70,4309
3065,933.0,2.0,2.0,43.0,54,5199
3066,461.82,1.0,1.0,31.7,1,121
3067,1262.0,2.0,1.0,75.0,47,5199
3068,915.0,2.0,2.0,48.0,213,5199
3069,1370.0,2.0,2.0,61.5,51,4309
3070,1210.0,2.0,3.0,55.0,17,5199
3071,2392.0,4.0,2.0,260.0,15,4309
3072,1500.0,2.0,0.0,85.0,1,547
3073,1065.0,2.0,3.0,50.0,1,5199
3074,3100.0,4.0,2.0,570.0,107,591
3075,1515.0,3.0,3.0,65.0,73,4309
3076,1800.0,4.0,3.0,110.0,17,826
3077,1445.0,2.0,3.0,40.31,234,4309
3078,1300.0,2.0,1.0,55.0,186,4309
3079,989.0,2.0,0.0,60.0,42,5199
3080,1300.0,2.0,1.0,85.0,71,5199
3081,1185.0,2.0,2.0,30.22,100,4309
3082,1350.0,3.0,1.0,110.0,24,297
3083,1045.0,2.0,3.0,60.0,175,5199
3084,1205.0,2.0,2.0,42.18,5,5199
3085,1260.0,2.0,1.0,75.0,2,5199
3086,1320.0,5.0,2.0,199.0,2,297
3087,1500.0,2.0,2.0,125.0,21,4309
3088,1250.0,2.0,2.0,42.5,35,4309
3089,1199.0,2.0,2.0,50.0,1,5199
3090,1385.0,2.0,1.0,83.09,152,5199
3091,1222.0,5.0,3.0,250.0,1,191
3092,1149.0,2.0,1.0,75.0,36,5199
3093,2180.0,3.0,2.0,170.0,399,4309
3094,1200.0,7.0,1.0,110.0,60,84
3095,12000.0,12.0,3.0,525.0,1,2
3096,1200.0,5.0,0.0,195.0,3,297
3097,1818.0,3.0,1.0,135.0,52,4309
3098,1070.0,2.0,2.0,33.0,9,5199
3099,1640.0,3.0,2.0,241.0,107,4309
3100,1350.0,2.0,2.0,54.6,63,4309
3101,630.0,1.0,1.0,27.0,100,5199
3102,1430.0,2.0,2.0,113.0,88,5199
3103,2430.0,4.0,3.0,180.0,17,4309
3104,1500.0,7.0,3.0,220.0,3,191
3105,1084.0,2.0,3.0,55.0,399,5199
3106,1186.0,2.0,1.0,56.0,152,4309
3107,1255.0,2.0,2.0,50.0,73,5199
3108,3400.0,5.0,3.0,240.0,142,591
3109,1541.0,3.0,1.0,69.84,72,4309
3110,3596.0,5.0,1.0,282.0,25,591
3111,1295.0,2.0,2.0,70.0,171,5199
3112,1000.0,4.0,3.0,110.0,80,547
3113,2820.0,3.0,3.0,285.0,3,4309
3114,1370.0,2.0,2.0,54.79,149,4309
3115,1100.0,2.0,1.0,40.0,302,5199
3116,4772.0,6.0,2.0,510.0,177,591
3117,1370.0,2.0,1.0,170.0,107,5199
3118,1370.0,2.0,1.0,54.79,149,4309
3119,1200.0,2.0,2.0,62.0,72,5199
3120,2000.0,3.0,0.0,95.0,22,826
3121,3500.0,4.0,3.0,300.0,43,591
3122,1200.0,4.0,3.0,240.0,24,297
3123,2400.0,5.0,2.0,253.0,73,826
3124,1220.0,3.0,2.0,62.0,399,4309
3125,1950.0,3.0,2.0,130.0,1,547
3126,1178.0,2.0,3.0,73.0,28,5199
3127,1286.0,3.0,2.0,61.44,16,4309
3128,1160.0,2.0,2.0,42.0,84,5199
3129,918.0,2.0,2.0,55.0,54,5199
3130,1563.0,3.0,2.0,91.84,302,4309
3131,1326.0,2.0,1.0,62.17,5,5199
3132,1350.0,2.0,2.0,140.0,3,4309
3133,3960.0,5.0,3.0,386.0,177,591
3134,1240.0,2.0,2.0,39.06,84,5199
3135,1325.0,2.0,2.0,50.0,64,5199
3136,1100.0,2.0,1.0,44.0,22,5199
3137,3875.0,3.0,2.0,800.0,13,4309
3138,1605.0,3.0,2.0,50.0,13,4309
3139,5600.0,5.0,3.0,515.0,152,59
3140,1260.0,2.0,1.0,60.0,28,5199
3141,1553.0,3.0,2.0,83.09,88,4309
3142,1280.0,2.0,2.0,52.0,540,5199
3143,1550.0,2.0,2.0,75.0,177,4309
3144,1445.0,2.0,2.0,125.0,17,4309
3145,1550.0,3.0,2.0,74.0,14,4309
3146,1515.0,2.0,1.0,80.91,88,4309
3147,1332.0,2.0,1.0,86.12,72,4309
3148,1652.0,3.0,2.0,70.0,302,4309
3149,1570.0,3.0,1.0,105.0,49,4309
3150,5400.0,4.0,3.0,725.0,399,826
3151,794.0,1.0,1.0,60.0,16,538
3152,1200.0,2.0,0.0,62.0,25,547
3153,3600.0,3.0,2.0,410.0,149,826
3154,1200.0,3.0,2.0,175.0,36,547
3155,1650.0,3.0,1.0,220.0,72,591
3156,600.0,2.0,1.0,85.0,9,826
3157,2800.0,3.0,2.0,250.0,19,4309
3158,1750.0,3.0,2.0,110.0,399,4309
3159,1053.0,2.0,1.0,48.0,177,5199
3160,1100.0,3.0,2.0,53.0,273,4309
3161,1665.0,3.0,3.0,70.0,13,4309
3162,4051.0,4.0,3.0,345.0,8,826
3163,5500.0,5.0,1.0,1500.0,58,826
3164,1447.0,3.0,2.0,80.0,37,4309
3165,1012.0,2.0,1.0,75.0,45,5199
3166,1900.0,3.0,2.0,60.0,17,4309
3167,1308.0,2.0,2.0,92.66,11,5199
3168,3250.0,4.0,3.0,230.0,39,591
3169,1351.0,2.0,1.0,53.0,74,538
3170,1000.0,2.0,2.0,22.0,302,5199
3171,1200.0,4.0,2.0,350.0,1,826
3172,1140.0,2.0,2.0,49.11,22,5199
3173,2249.81,4.0,0.0,260.5,71,591
3174,1250.0,2.0,1.0,55.0,186,4309
3175,1290.0,3.0,3.0,45.15,42,4309
3176,1424.0,2.0,2.0,90.0,31,5199
3177,1320.0,2.0,2.0,60.6,18,4309
3178,1662.0,3.0,2.0,85.5,62,4309
3179,8321.0,5.0,3.0,2700.0,5,59
3180,1200.0,2.0,2.0,45.0,84,5199
3181,1975.0,3.0,3.0,210.0,72,4309
3182,1295.0,2.0,2.0,59.5,18,4309
3183,1777.0,3.0,2.0,100.0,24,4309
3184,1900.0,3.0,3.0,108.0,42,4309
3185,1576.0,3.0,2.0,59.1,27,4309
3186,1020.0,2.0,3.0,41.0,12,5199
3187,2100.0,3.0,3.0,170.0,2,4309
3188,648.0,1.0,1.0,31.75,171,538
3189,1167.0,2.0,1.0,38.0,13,4309
3190,1000.0,7.0,3.0,160.0,2,83
3191,1220.0,2.0,2.0,50.89,88,5199
3192,2350.0,5.0,1.0,327.0,25,4309
3193,1259.0,2.0,1.0,67.4,43,5199
3194,2000.0,4.0,2.0,82.0,48,826
3195,1800.0,3.0,1.0,80.0,57,4309
3196,1991.0,3.0,2.0,160.0,2,4309
3197,1665.0,3.0,3.0,110.0,18,4309
3198,1234.0,2.0,1.0,61.0,7,5199
3199,1340.0,2.0,2.0,64.31,50,4309
3200,1170.0,2.0,2.0,46.79,75,5199
3201,995.0,2.0,0.0,46.0,88,5199
3202,1075.0,2.0,2.0,60.0,33,5199
3203,1025.0,2.0,1.0,54.5,302,5199
3204,2721.0,3.0,2.0,113.0,56,4309
3205,2000.0,3.0,2.0,99.0,234,4309
3206,2500.0,4.0,3.0,155.0,540,591
3207,1325.0,2.0,2.0,70.0,16,5199
3208,1314.0,2.0,3.0,68.2,42,5199
3209,2265.0,3.0,2.0,136.0,273,4309
3210,4800.0,7.0,0.0,170.0,149,83
3211,1026.0,2.0,1.0,41.0,213,5199
3212,1200.0,3.0,2.0,66.0,2,4309
3213,2220.0,4.0,2.0,65.0,5,4309
3214,1070.0,2.0,0.0,51.22,91,5199
3215,1420.0,2.0,1.0,99.39,177,5199
3216,1888.0,4.0,1.0,95.0,399,4309
3217,1300.0,2.0,1.0,90.87,72,5199
3218,1216.0,2.0,0.0,97.16,107,5199
3219,3000.0,4.0,3.0,342.0,1,826
3220,1559.0,3.0,2.0,63.0,16,4309
3221,1290.0,2.0,1.0,87.0,79,5199
3222,2400.0,6.0,3.0,245.0,1,191
3223,905.0,1.0,1.0,55.0,540,538
3224,1069.0,2.0,3.0,55.0,3,5199
3225,829.0,2.0,1.0,22.8,17,5199
3226,1900.0,2.0,1.0,200.0,72,5199
3227,3040.0,5.0,1.0,140.0,6,297
3228,1300.0,3.0,2.0,60.0,399,4309
3229,1115.0,2.0,1.0,33.45,38,5199
3230,2409.0,3.0,2.0,360.0,107,4309
3231,2150.0,4.0,2.0,125.0,31,4309
3232,1305.0,2.0,1.0,69.0,175,4309
3233,1252.0,2.0,1.0,56.32,273,5199
3234,2400.0,5.0,3.0,250.0,36,297
3235,1200.0,2.0,1.0,46.13,540,329
3236,1750.0,3.0,1.0,130.0,72,4309
3237,545.0,1.0,1.0,35.0,132,5199
3238,1375.0,2.0,1.0,105.0,1,329
3239,1313.0,2.0,2.0,66.5,43,5199
3240,3640.0,4.0,1.0,275.0,42,826
3241,1693.0,3.0,2.0,108.0,8,4309
3242,1160.0,2.0,1.0,41.75,4,5199
3243,1200.0,3.0,0.0,200.0,1,547
3244,1255.0,2.0,2.0,79.0,43,4309
3245,1000.0,4.0,1.0,75.0,91,826
3246,900.0,2.0,1.0,45.0,5,5199
3247,1700.0,3.0,2.0,90.0,41,4309
3248,1875.0,3.0,1.0,180.0,44,4309
3249,1700.0,3.0,2.0,88.0,186,4309
3250,1749.0,3.0,2.0,115.0,79,4309
3251,1500.0,3.0,1.0,65.0,16,329
3252,1175.0,2.0,1.0,48.0,6,5199
3253,1280.0,2.0,1.0,60.0,62,5199
3254,1200.0,2.0,2.0,50.0,6,5199
3255,1610.0,2.0,2.0,115.0,50,4309
3256,1070.0,2.0,1.0,46.0,302,5199
3257,1200.0,2.0,0.0,66.0,60,329
3258,1127.0,2.0,1.0,50.0,43,5199
3259,1210.0,2.0,1.0,102.0,44,5199
3260,600.0,2.0,1.0,23.0,2,5199
3261,4190.0,4.0,3.0,380.0,62,591
3262,1364.0,2.0,2.0,70.0,4,5199
3263,2268.0,3.0,0.0,146.0,540,591
3264,1150.0,2.0,2.0,77.5,1,4309
3265,1146.0,2.0,1.0,39.5,3,5199
3266,1345.0,2.0,2.0,55.0,25,5199
3267,1110.0,2.0,2.0,41.0,4,5199
3268,750.0,2.0,1.0,36.0,73,5199
3269,1156.0,2.0,2.0,49.5,6,5199
3270,1247.0,2.0,1.0,59.8,11,5199
3271,1058.0,2.0,2.0,60.0,3,5199
3272,950.0,2.0,1.0,48.0,19,5199
3273,420.0,2.0,0.0,35.0,12,5199
3274,600.0,2.0,2.0,90.0,10,826
3275,1520.0,2.0,1.0,103.0,42,4309
3276,1215.0,2.0,2.0,58.86,175,5199
3277,900.0,1.0,1.0,30.0,5,538
3278,2350.0,3.0,2.0,174.0,152,4309
3279,1050.0,2.0,2.0,46.0,234,5199
3280,1672.0,3.0,2.0,150.0,6,4309
3281,2800.0,5.0,2.0,125.0,12,297
3282,1500.0,2.0,2.0,65.0,4,4309
3283,1400.0,2.0,2.0,65.0,4,5199
3284,500.0,4.0,2.0,378.0,540,826
3285,2700.0,4.0,2.0,130.0,57,826
3286,920.0,2.0,1.0,37.46,37,5199
3287,1200.0,3.0,2.0,70.0,399,547
3288,1250.0,3.0,2.0,139.0,3,4309
3289,1817.0,4.0,3.0,153.0,36,4309
3290,2043.0,6.0,3.0,375.0,16,297
3291,1140.0,2.0,2.0,46.0,53,5199
3292,4346.0,4.0,1.0,450.0,213,826
3293,1464.0,2.0,2.0,56.0,142,5199
3294,1468.0,3.0,2.0,130.0,7,5199
3295,1555.0,2.0,1.0,82.0,88,4309
3296,1200.0,4.0,2.0,110.0,24,191
3297,1150.0,2.0,0.0,55.0,540,5199
